Index,Average_Reward
0,-0.29038252520792496
1,-0.7295211665896066
2,-0.688946844789717
3,-0.7556861405441299
4,-0.25657116979564987
5,-0.43663399906733597
6,-0.09868358826108152
7,-0.5845889007932366
8,-0.8380846275474636
9,-0.4157364034905823
10,-0.6205396753530771
11,-0.7602659726548541
12,-0.4107779379743304
13,-1.370956681355773
14,-0.8566096991120354
15,-0.4820316285830303
16,0.5315061083562743
17,0.49446907131923734
18,0.4821233923068916
19,0.4821233923068916
20,0.4821233923068916
21,0.4821233923068916
22,0.4821233923068916
23,0.4821233923068916
24,0.506814750331583
25,0.506814750331583
26,0.49446907131923734
27,0.49446907131923734
28,0.49446907131923734
29,0.506814750331583
30,0.49446907131923734
31,0.506814750331583
32,0.5191604293439287
33,0.5191604293439287
34,0.506814750331583
35,0.506814750331583
36,0.506814750331583
37,0.506814750331583
38,0.506814750331583
39,0.506814750331583
40,0.506814750331583
41,0.5191604293439287
42,0.5315061083562743
43,0.4821233923068916
44,0.5191604293439287
45,0.4574320342822003
46,0.4697777132945459
47,0.2513439662601231
48,0.3931803632555184
49,0.44508635526985457
50,0.31708591399696456
51,0.0502403711914525
52,0.4821233923068916
53,0.5561974663809657
54,0.580888824405657
55,0.5685431453933114
56,0.4821233923068916
57,0.580888824405657
58,0.580888824405657
59,0.580888824405657
60,0.580888824405657
61,0.580888824405657
62,0.580888824405657
63,0.580888824405657
64,0.5685431453933114
65,0.4821233923068916
66,0.49446907131923734
67,0.49446907131923734
68,0.5191604293439287
69,0.5191604293439287
70,0.5191604293439287
71,0.5315061083562743
72,0.580888824405657
73,0.5561974663809657
74,0.5561974663809657
75,0.5315061083562743
76,0.506814750331583
77,0.4821233923068916
78,0.49446907131923734
79,0.506814750331583
80,0.5315061083562743
81,0.5315061083562743
82,0.54385178736862
83,0.580888824405657
84,0.580888824405657
85,0.580888824405657
86,0.580888824405657
87,0.580888824405657
88,0.580888824405657
89,0.580888824405657
90,0.580888824405657
91,0.580888824405657
92,0.580888824405657
93,0.5685431453933114
94,0.54385178736862
95,0.49446907131923734
96,0.5315061083562743
97,0.5191604293439287
98,0.5315061083562743
99,0.5685431453933114
100,0.580888824405657
101,0.580888824405657
102,0.580888824405657
103,0.580888824405657
104,0.580888824405657
105,0.580888824405657
106,0.580888824405657
107,0.580888824405657
108,0.580888824405657
109,0.580888824405657
110,0.5685431453933114
111,0.5685431453933114
112,0.580888824405657
113,0.580888824405657
114,0.5561974663809657
115,0.506814750331583
116,0.506814750331583
117,0.54385178736862
118,0.5561974663809657
119,0.580888824405657
120,0.580888824405657
121,0.580888824405657
122,0.580888824405657
123,0.580888824405657
124,0.580888824405657
125,0.580888824405657
126,0.580888824405657
127,0.580888824405657
128,0.580888824405657
129,0.580888824405657
130,0.580888824405657
131,0.580888824405657
132,0.580888824405657
133,0.580888824405657
134,0.5561974663809657
135,0.5685431453933114
136,0.5685431453933114
137,0.5561974663809657
138,0.5191604293439287
139,0.580888824405657
140,0.580888824405657
141,0.580888824405657
142,0.580888824405657
143,0.580888824405657
144,0.580888824405657
145,0.580888824405657
146,0.580888824405657
147,0.580888824405657
148,0.580888824405657
149,0.580888824405657
150,0.580888824405657
151,0.580888824405657
152,0.580888824405657
153,0.580888824405657
154,0.580888824405657
155,0.580888824405657
156,0.580888824405657
157,0.580888824405657
158,0.580888824405657
159,0.580888824405657
160,0.580888824405657
161,0.580888824405657
162,0.580888824405657
163,0.580888824405657
164,0.580888824405657
165,0.580888824405657
166,0.580888824405657
167,0.580888824405657
168,0.580888824405657
169,0.580888824405657
170,0.580888824405657
171,0.580888824405657
172,0.580888824405657
173,0.580888824405657
174,0.580888824405657
175,0.580888824405657
176,0.580888824405657
177,0.580888824405657
178,0.580888824405657
179,0.580888824405657
180,0.580888824405657
181,0.580888824405657
182,0.580888824405657
183,0.580888824405657
184,0.580888824405657
185,0.580888824405657
186,0.580888824405657
187,0.580888824405657
188,0.580888824405657
189,0.580888824405657
190,0.580888824405657
191,0.580888824405657
192,0.580888824405657
193,0.580888824405657
194,0.5561974663809657
195,0.580888824405657
196,0.580888824405657
197,0.580888824405657
198,0.580888824405657
199,0.580888824405657
200,0.580888824405657
201,0.580888824405657
202,0.580888824405657
203,0.580888824405657
204,0.580888824405657
205,0.580888824405657
206,0.580888824405657
207,0.580888824405657
208,0.580888824405657
209,0.580888824405657
210,0.580888824405657
211,0.580888824405657
212,0.580888824405657
213,0.580888824405657
214,0.580888824405657
215,0.580888824405657
216,0.580888824405657
217,0.580888824405657
218,0.580888824405657
219,0.580888824405657
220,0.580888824405657
221,0.580888824405657
222,0.580888824405657
223,0.580888824405657
224,0.580888824405657
225,0.580888824405657
226,0.580888824405657
227,0.580888824405657
228,0.580888824405657
229,0.580888824405657
230,0.580888824405657
231,0.580888824405657
232,0.580888824405657
233,0.580888824405657
234,0.580888824405657
235,0.580888824405657
236,0.580888824405657
237,0.580888824405657
238,0.580888824405657
239,0.580888824405657
240,0.580888824405657
241,0.580888824405657
242,0.580888824405657
243,0.580888824405657
244,0.580888824405657
245,0.580888824405657
246,0.580888824405657
247,0.580888824405657
248,0.580888824405657
249,0.580888824405657
250,0.580888824405657
251,0.580888824405657
252,0.580888824405657
253,0.580888824405657
254,0.580888824405657
255,0.580888824405657
256,0.580888824405657
257,0.580888824405657
258,0.580888824405657
259,0.580888824405657
260,0.580888824405657
261,0.580888824405657
262,0.580888824405657
263,0.580888824405657
264,0.580888824405657
265,0.580888824405657
266,0.580888824405657
267,0.580888824405657
268,0.580888824405657
269,0.580888824405657
270,0.580888824405657
271,0.580888824405657
272,0.580888824405657
273,0.580888824405657
274,0.580888824405657
275,0.580888824405657
276,0.580888824405657
277,0.580888824405657
278,0.580888824405657
279,0.580888824405657
280,0.580888824405657
281,0.580888824405657
282,0.580888824405657
283,0.580888824405657
284,0.580888824405657
285,0.580888824405657
286,0.580888824405657
287,0.580888824405657
288,0.580888824405657
289,0.580888824405657
290,0.580888824405657
291,0.580888824405657
292,0.580888824405657
293,0.580888824405657
294,0.580888824405657
295,0.580888824405657
296,0.580888824405657
297,0.580888824405657
298,0.580888824405657
299,0.580888824405657
300,0.580888824405657
301,0.580888824405657
302,0.580888824405657
303,0.580888824405657
304,0.580888824405657
305,0.580888824405657
306,0.580888824405657
307,0.580888824405657
308,0.580888824405657
309,0.580888824405657
310,0.580888824405657
311,0.580888824405657
312,0.580888824405657
313,0.580888824405657
314,0.580888824405657
315,0.580888824405657
316,0.580888824405657
317,0.580888824405657
318,0.580888824405657
319,0.580888824405657
320,0.580888824405657
321,0.580888824405657
322,0.580888824405657
323,0.580888824405657
324,0.580888824405657
325,0.580888824405657
326,0.580888824405657
327,0.580888824405657
328,0.580888824405657
329,0.580888824405657
330,0.580888824405657
331,0.580888824405657
332,0.580888824405657
333,0.580888824405657
334,0.580888824405657
335,0.580888824405657
336,0.580888824405657
337,0.580888824405657
338,0.580888824405657
339,0.580888824405657
340,0.580888824405657
341,0.580888824405657
342,0.580888824405657
343,0.580888824405657
344,0.580888824405657
345,0.580888824405657
346,0.580888824405657
347,0.580888824405657
348,0.580888824405657
349,0.580888824405657
350,0.580888824405657
351,0.580888824405657
352,0.580888824405657
353,0.580888824405657
354,0.580888824405657
355,0.580888824405657
356,0.580888824405657
357,0.580888824405657
358,0.580888824405657
359,0.580888824405657
360,0.580888824405657
361,0.580888824405657
362,0.580888824405657
363,0.580888824405657
364,0.580888824405657
365,0.580888824405657
366,0.580888824405657
367,0.580888824405657
368,0.580888824405657
369,0.580888824405657
370,0.580888824405657
371,0.580888824405657
372,0.580888824405657
373,0.580888824405657
374,0.580888824405657
375,0.580888824405657
376,0.580888824405657
377,0.580888824405657
378,0.580888824405657
379,0.580888824405657
380,0.580888824405657
381,0.580888824405657
382,0.580888824405657
383,0.580888824405657
384,0.580888824405657
385,0.580888824405657
386,0.580888824405657
387,0.580888824405657
388,0.580888824405657
389,0.580888824405657
390,0.580888824405657
391,0.580888824405657
392,0.580888824405657
393,0.580888824405657
394,0.580888824405657
395,0.580888824405657
396,0.580888824405657
397,0.580888824405657
398,0.580888824405657
399,0.580888824405657
400,0.580888824405657
401,0.580888824405657
402,0.580888824405657
403,0.580888824405657
404,0.580888824405657
405,0.580888824405657
406,0.580888824405657
407,0.580888824405657
408,0.580888824405657
409,0.580888824405657
410,0.580888824405657
411,0.580888824405657
412,0.580888824405657
413,0.580888824405657
414,0.580888824405657
415,0.580888824405657
416,0.580888824405657
417,0.580888824405657
418,0.580888824405657
419,0.580888824405657
420,0.580888824405657
421,0.580888824405657
422,0.580888824405657
423,0.580888824405657
424,0.580888824405657
425,0.580888824405657
426,0.580888824405657
427,0.580888824405657
428,0.580888824405657
429,0.580888824405657
430,0.580888824405657
431,0.580888824405657
432,0.580888824405657
433,0.580888824405657
434,0.580888824405657
435,0.580888824405657
436,0.580888824405657
437,0.580888824405657
438,0.580888824405657
439,0.580888824405657
440,0.580888824405657
441,0.580888824405657
442,0.580888824405657
443,0.580888824405657
444,0.580888824405657
445,0.580888824405657
446,0.580888824405657
447,0.580888824405657
448,0.580888824405657
449,0.580888824405657
450,0.580888824405657
451,0.580888824405657
452,0.580888824405657
453,0.580888824405657
454,0.580888824405657
455,0.580888824405657
456,0.580888824405657
457,0.580888824405657
458,0.580888824405657
459,0.580888824405657
460,0.580888824405657
461,0.580888824405657
462,0.580888824405657
463,0.580888824405657
464,0.580888824405657
465,0.580888824405657
466,0.580888824405657
