(3, 2, {'free_bw': 26.113322683706063, 'delay': 3.083348274230957, 'loss': 0.0, 'used_bw': 1.8866773162939368, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(3, 1, {'free_bw': 37.13475399361024, 'delay': 4.121184349060059, 'loss': 0.01798080329535631, 'used_bw': 1.865246006389762, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 30.0})
(2, 6, {'free_bw': 20.999808344979037, 'delay': 2.9436349868774414, 'loss': 0.0, 'used_bw': 0.00019165502096226954, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(2, 11, {'free_bw': 34.99971251746856, 'delay': 3.1114816665649414, 'loss': 0.0, 'used_bw': 0.00028748253144340104, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 94.87})
(1, 4, {'free_bw': 37.999808383233535, 'delay': 3.6519765853881836, 'loss': 0.0, 'used_bw': 0.00019161676646706406, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 5, {'free_bw': 30.145018965861432, 'delay': 4.099845886230469, 'loss': 0.0, 'used_bw': 1.8549810341385664, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(1, 9, {'free_bw': 6.999808344979038, 'delay': 3.5703182220458984, 'loss': 0.0, 'used_bw': 0.00019165502096226954, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(4, 6, {'free_bw': 39.999808383233535, 'delay': 3.0471086502075195, 'loss': 0.0, 'used_bw': 0.00019161676646706622, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(4, 13, {'free_bw': 38.9997125748503, 'delay': 1.1744499206542969, 'loss': 0.0, 'used_bw': 0.0002874251497005993, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 90.0})
(5, 7, {'free_bw': 3.146900379317234, 'delay': 4.170775413513184, 'loss': 0.018130653030435668, 'used_bw': 1.8530996206827657, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 40.0})
(5, 8, {'free_bw': 30.999808344979037, 'delay': 3.8971900939941406, 'loss': 0.0, 'used_bw': 0.00019165502096226737, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 72.11})
(7, 8, {'free_bw': 15.999808344979037, 'delay': 3.1059980392456055, 'loss': 0.0, 'used_bw': 0.00019165502096226737, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 60.0})
(7, 16, {'free_bw': 10.999808344979037, 'delay': 2.03704833984375, 'loss': 0.0, 'used_bw': 0.00019165502096226954, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 15, {'free_bw': 31.16404711519266, 'delay': 4.033565521240234, 'loss': 0.0, 'used_bw': 1.8359528848073414, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(8, 14, {'free_bw': 29.999712517468556, 'delay': 2.646923065185547, 'loss': 0.0, 'used_bw': 0.0002874825314434043, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(8, 15, {'free_bw': 7.999712517468557, 'delay': 4.145503044128418, 'loss': 0.0, 'used_bw': 0.00028748253144340104, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(9, 10, {'free_bw': 27.999712517468556, 'delay': 3.0677318572998047, 'loss': 0.0, 'used_bw': 0.00028748253144340104, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(10, 16, {'free_bw': 25.999808344979037, 'delay': 3.2449960708618164, 'loss': 0.0, 'used_bw': 0.00019165502096226954, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(11, 13, {'free_bw': 33.99980834497904, 'delay': 69.19431686401367, 'loss': 0.0, 'used_bw': 0.00019165502096226737, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(14, 12, {'free_bw': 33.9997125748503, 'delay': 3.985285758972168, 'loss': 0.0, 'used_bw': 0.0002874251497005993, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(14, 17, {'free_bw': 20.999808344979037, 'delay': 3.2896995544433594, 'loss': 0.0, 'used_bw': 0.00019165502096226737, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(12, 13, {'free_bw': 17.9997125748503, 'delay': 2.648472785949707, 'loss': 0.0, 'used_bw': 0.00028742514970059606, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(16, 18, {'free_bw': 21.999808344979037, 'delay': 2.488374710083008, 'loss': 0.0, 'used_bw': 0.00019165502096226737, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(15, 19, {'free_bw': 21.163162939297116, 'delay': 3.267526626586914, 'loss': 0.027688396464275674, 'used_bw': 1.8368370607028823, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 36.06})
(15, 20, {'free_bw': 22.999712517468556, 'delay': 4.170656204223633, 'loss': 0.0, 'used_bw': 0.0002874825314434043, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(18, 20, {'free_bw': 13.999808344979037, 'delay': 2.4160146713256836, 'loss': 0.0, 'used_bw': 0.00019165502096226737, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(17, 19, {'free_bw': 29.999808383233532, 'delay': 3.856778144836426, 'loss': 0.0, 'used_bw': 0.00019161676646706622, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(20, 21, {'free_bw': 38.999808383233535, 'delay': 3.5272836685180664, 'loss': 0.0, 'used_bw': 0.00019161676646706622, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(21, 19, {'free_bw': 26.161593612774467, 'delay': 3.399968147277832, 'loss': 0.0, 'used_bw': 1.8384063872255312, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
