(3, 2, {'free_bw': 27.99980823012385, 'delay': 3.4264326095581055, 'loss': 0.0, 'used_bw': 0.00019176987614862164, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(3, 1, {'free_bw': 38.999808230123854, 'delay': 3.8280487060546875, 'loss': 0.0, 'used_bw': 0.00019176987614862164, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(2, 6, {'free_bw': 20.999808191808192, 'delay': 2.165675163269043, 'loss': 0.0, 'used_bw': 0.000191808191808192, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(2, 11, {'free_bw': 34.99980819180819, 'delay': 4.123210906982422, 'loss': 0.0, 'used_bw': 0.00019180819180819088, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 94.87})
(1, 4, {'free_bw': 37.999712172696384, 'delay': 2.6041269302368164, 'loss': 0.0, 'used_bw': 0.00028782730361783014, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 5, {'free_bw': 31.99971217269638, 'delay': 2.4396181106567383, 'loss': 0.0, 'used_bw': 0.00028782730361782846, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(1, 9, {'free_bw': 6.9998081151309215, 'delay': 2.304196357727051, 'loss': 0.0, 'used_bw': 0.00019188486907855342, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(4, 6, {'free_bw': 39.999808, 'delay': 2.7189254760742188, 'loss': 0.0, 'used_bw': 0.000192, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(4, 13, {'free_bw': 38.999808038392324, 'delay': 2.9184818267822266, 'loss': 0.0, 'used_bw': 0.00019196160767846412, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 90.0})
(5, 7, {'free_bw': 4.999808153477218, 'delay': 3.8934946060180664, 'loss': 0.0, 'used_bw': 0.00019184652278177495, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.0})
(5, 8, {'free_bw': 30.999616153538586, 'delay': 3.422379493713379, 'loss': 0.0, 'used_bw': 0.0003838464614154331, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 72.11})
(7, 8, {'free_bw': 15.999616306954437, 'delay': 2.640962600708008, 'loss': 0.0, 'used_bw': 0.00038369304556354767, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 60.0})
(7, 16, {'free_bw': 10.999808191808192, 'delay': 3.4437179565429688, 'loss': 0.0, 'used_bw': 0.00019180819180819088, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 15, {'free_bw': 32.99980815347722, 'delay': 3.671884536743164, 'loss': 0.0, 'used_bw': 0.00019184652278177495, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(8, 14, {'free_bw': 29.999712230215827, 'delay': 3.5746097564697266, 'loss': 0.0, 'used_bw': 0.0002877697841726624, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(8, 15, {'free_bw': 7.999712172696382, 'delay': 3.540635108947754, 'loss': 0.0, 'used_bw': 0.00028782730361782846, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(9, 10, {'free_bw': 27.999808191808192, 'delay': 4.599809646606445, 'loss': 0.0, 'used_bw': 0.000191808191808192, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(10, 16, {'free_bw': 25.999808191808192, 'delay': 3.3063888549804688, 'loss': 0.0, 'used_bw': 0.000191808191808192, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(11, 13, {'free_bw': 33.99980815347722, 'delay': 3.6603212356567383, 'loss': 0.0, 'used_bw': 0.00019184652278177495, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(14, 12, {'free_bw': 33.99971223021583, 'delay': 3.5761594772338867, 'loss': 0.0, 'used_bw': 0.0002877697841726624, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(14, 17, {'free_bw': 20.999712230215827, 'delay': 3.872990608215332, 'loss': 0.0, 'used_bw': 0.0002877697841726608, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(12, 13, {'free_bw': 17.99980803839232, 'delay': 3.7169456481933594, 'loss': 0.0, 'used_bw': 0.00019196160767846412, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(16, 18, {'free_bw': 21.999808191808192, 'delay': 3.021359443664551, 'loss': 0.0, 'used_bw': 0.000191808191808192, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(15, 19, {'free_bw': 22.99980807676929, 'delay': 3.54766845703125, 'loss': 0.0, 'used_bw': 0.00019192323070771656, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(15, 20, {'free_bw': 22.99980811513092, 'delay': 3.7528276443481445, 'loss': 0.0, 'used_bw': 0.00019188486907855342, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(18, 20, {'free_bw': 13.999808115130921, 'delay': 3.4199953079223633, 'loss': 0.0, 'used_bw': 0.00019188486907855234, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(17, 19, {'free_bw': 29.99980807676929, 'delay': 3.0975341796875, 'loss': 0.0, 'used_bw': 0.00019192323070771764, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(20, 21, {'free_bw': 38.999712172696384, 'delay': 3.5723447799682617, 'loss': 0.0, 'used_bw': 0.00028782730361783014, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(21, 19, {'free_bw': 27.9997118847539, 'delay': 3.3588409423828125, 'loss': 0.0, 'used_bw': 0.00028811524609843826, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
