(3, 2, {'free_bw': 27.999712918660286, 'delay': 3.1136274337768555, 'loss': 0.0, 'used_bw': 0.00028708133971291916, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(3, 1, {'free_bw': 38.99980861244019, 'delay': 3.72159481048584, 'loss': 0.0, 'used_bw': 0.0001913875598086128, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(2, 6, {'free_bw': 20.99980861244019, 'delay': 2.9262304306030273, 'loss': 0.0, 'used_bw': 0.0001913875598086117, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(2, 11, {'free_bw': 34.99980857427717, 'delay': 3.3451318740844727, 'loss': 0.0, 'used_bw': 0.00019142572283150492, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 94.87})
(1, 4, {'free_bw': 37.99980861244019, 'delay': 3.743290901184082, 'loss': 0.0, 'used_bw': 0.0001913875598086128, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 5, {'free_bw': 31.99980861244019, 'delay': 4.551410675048828, 'loss': 0.0, 'used_bw': 0.0001913875598086117, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(1, 9, {'free_bw': 6.999808612440192, 'delay': 3.718733787536621, 'loss': 0.0, 'used_bw': 0.0001913875598086128, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(4, 6, {'free_bw': 39.999808038392324, 'delay': 2.1675825119018555, 'loss': 0.0, 'used_bw': 0.0001919616076784652, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(4, 13, {'free_bw': 38.99971286141575, 'delay': 3.894805908203125, 'loss': 0.0, 'used_bw': 0.0002871385842472574, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 90.0})
(5, 7, {'free_bw': 4.999808612440192, 'delay': 3.828883171081543, 'loss': 0.0, 'used_bw': 0.0001913875598086117, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.0})
(5, 8, {'free_bw': 30.99980861244019, 'delay': 3.808140754699707, 'loss': 0.0, 'used_bw': 0.0001913875598086128, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 72.11})
(7, 8, {'free_bw': 15.99980861244019, 'delay': 2.362489700317383, 'loss': 0.0, 'used_bw': 0.0001913875598086117, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 60.0})
(7, 16, {'free_bw': 10.99980861244019, 'delay': 3.4291744232177734, 'loss': 0.0, 'used_bw': 0.0001913875598086128, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 15, {'free_bw': 32.99980861244019, 'delay': 3.306150436401367, 'loss': 0.0, 'used_bw': 0.0001913875598086128, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(8, 14, {'free_bw': 29.999712918660286, 'delay': 2.6731491088867188, 'loss': 0.0, 'used_bw': 0.00028708133971291916, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(8, 15, {'free_bw': 7.999712861415753, 'delay': 3.283858299255371, 'loss': 0.0, 'used_bw': 0.000287138584247259, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(9, 10, {'free_bw': 27.99980861244019, 'delay': 2.0819902420043945, 'loss': 0.0, 'used_bw': 0.0001913875598086128, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
