(3, 1, {'free_bw': 36.860198241406884, 'delay': 3.640413284301758, 'loss': 0.021618446274841132, 'used_bw': 2.1398017585931175, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 42.43})
(3, 9, {'free_bw': 34.999424460431655, 'delay': 3.2744407653808594, 'loss': 0.0, 'used_bw': 0.0005755395683453216, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 4, {'free_bw': 37.999616383616384, 'delay': 3.598809242248535, 'loss': 0.0, 'used_bw': 0.000383616383616384, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 5, {'free_bw': 29.82689688249399, 'delay': 3.13413143157959, 'loss': 0.0, 'used_bw': 2.1731031175060114, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 67.08})
(1, 6, {'free_bw': 6.999424460431655, 'delay': 0.6023645401000977, 'loss': 0.0, 'used_bw': 0.0005755395683453216, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(4, 10, {'free_bw': 39.99942457542458, 'delay': 2.3859739303588867, 'loss': 0.0, 'used_bw': 0.0005754245754245759, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 67.08})
(5, 7, {'free_bw': 36.79126385277054, 'delay': 3.016352653503418, 'loss': 0.02120319148645646, 'used_bw': 2.2087361472294607, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 67.08})
(5, 8, {'free_bw': 4.999616383616384, 'delay': 1.6491413116455078, 'loss': 0.0, 'used_bw': 0.000383616383616384, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(5, 9, {'free_bw': 30.999520383693046, 'delay': 2.718210220336914, 'loss': 0.0, 'used_bw': 0.0004796163069544346, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 94.87})
(6, 9, {'free_bw': 15.999424460431655, 'delay': 1.6198158264160156, 'loss': 0.0, 'used_bw': 0.0005755395683453216, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(7, 2, {'free_bw': 25.78694618923783, 'delay': 2.797245979309082, 'loss': 0.0, 'used_bw': 2.213053810762167, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 10, {'free_bw': 32.99942457542458, 'delay': 3.50797176361084, 'loss': 0.0, 'used_bw': 0.0005754245754245759, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(2, 8, {'free_bw': 20.999616383616384, 'delay': 0.9071826934814453, 'loss': 0.0, 'used_bw': 0.000383616383616384, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(8, 10, {'free_bw': 10.999424575424575, 'delay': 2.018451690673828, 'loss': 0.0, 'used_bw': 0.0005754245754245759, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
