(3, 1, {'free_bw': 38.9996164602477, 'delay': 3.565192222595215, 'loss': 0.0, 'used_bw': 0.0003835397522972433, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(3, 9, {'free_bw': 34.99942480527262, 'delay': 2.0563602447509766, 'loss': 0.0, 'used_bw': 0.0005751947273816667, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 4, {'free_bw': 37.999520766773166, 'delay': 1.6753673553466797, 'loss': 0.0, 'used_bw': 0.00047923322683706115, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 5, {'free_bw': 31.999424690371555, 'delay': 1.5399456024169922, 'loss': 0.0, 'used_bw': 0.000575309628445865, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 67.08})
(1, 6, {'free_bw': 6.999424920127796, 'delay': 3.990054130554199, 'loss': 0.0, 'used_bw': 0.0005750798722044733, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(4, 10, {'free_bw': 39.99961661341853, 'delay': 3.0400753021240234, 'loss': 0.0, 'used_bw': 0.0003833865814696489, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 67.08})
(5, 7, {'free_bw': 38.9996164602477, 'delay': 1.887202262878418, 'loss': 0.0, 'used_bw': 0.0003835397522972433, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 67.08})
(5, 8, {'free_bw': 4.999424805272619, 'delay': 2.0513534545898438, 'loss': 0.0, 'used_bw': 0.0005751947273816651, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(5, 9, {'free_bw': 30.999424805272618, 'delay': 1.5121698379516602, 'loss': 0.0, 'used_bw': 0.0005751947273816651, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 94.87})
(6, 9, {'free_bw': 15.999424920127796, 'delay': 2.350330352783203, 'loss': 0.0, 'used_bw': 0.0005750798722044733, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(7, 2, {'free_bw': 27.999616383616384, 'delay': 2.1791458129882812, 'loss': 0.0, 'used_bw': 0.00038361638361638284, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 10, {'free_bw': 32.99952057530963, 'delay': 2.8772354125976562, 'loss': 0.0, 'used_bw': 0.0004794246903715541, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(2, 8, {'free_bw': 20.999424805272618, 'delay': 1.8718242645263672, 'loss': 0.0, 'used_bw': 0.0005751947273816667, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(8, 10, {'free_bw': 10.999616536848412, 'delay': 3.2395124435424805, 'loss': 0.0, 'used_bw': 0.00038346315158777674, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
