(3, 1, {'free_bw': 36.15926807830605, 'delay': 2.2989511489868164, 'loss': 0.0, 'used_bw': 2.840731921693951, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(3, 9, {'free_bw': 34.999520671060516, 'delay': 3.3774375915527344, 'loss': 0.0, 'used_bw': 0.0004793289394847209, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 4, {'free_bw': 37.99961661341853, 'delay': 3.8297176361083984, 'loss': 0.0, 'used_bw': 0.00038338658146965, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(1, 5, {'free_bw': 29.131229079289, 'delay': 3.4084320068359375, 'loss': 0.0, 'used_bw': 2.8687709207110017, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 67.08})
(1, 6, {'free_bw': 6.999424805272619, 'delay': 3.148317337036133, 'loss': 0.0, 'used_bw': 0.0005751947273816651, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(4, 10, {'free_bw': 39.999424920127794, 'delay': 2.37274169921875, 'loss': 0.0, 'used_bw': 0.000575079872204475, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 67.08})
(5, 7, {'free_bw': 36.10237954454656, 'delay': 3.265261650085449, 'loss': 0.0, 'used_bw': 2.8976204554534393, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 67.08})
(5, 8, {'free_bw': 4.999616613418531, 'delay': 1.8222332000732422, 'loss': 0.0, 'used_bw': 0.00038338658146965, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(5, 9, {'free_bw': 30.999520671060516, 'delay': 3.381967544555664, 'loss': 0.0, 'used_bw': 0.0004793289394847209, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 94.87})
(6, 9, {'free_bw': 15.999424805272618, 'delay': 3.0481815338134766, 'loss': 0.0, 'used_bw': 0.0005751947273816651, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(7, 2, {'free_bw': 25.087939212157554, 'delay': 3.3197402954101562, 'loss': 0.0, 'used_bw': 2.912060787842445, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 10, {'free_bw': 32.99942480527262, 'delay': 3.0074119567871094, 'loss': 0.0, 'used_bw': 0.0005751947273816651, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(2, 8, {'free_bw': 20.99961661341853, 'delay': 2.989649772644043, 'loss': 0.0, 'used_bw': 0.00038338658146965, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(8, 10, {'free_bw': 10.999424920127796, 'delay': 1.8320083618164062, 'loss': 0.0, 'used_bw': 0.0005750798722044684, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
